CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
15510,331,1,250.0,2,1,1,Needs Attention
15511,12,160,909.23,5,4,3,Loyal Customer
15512,156,32,331.58,3,2,2,Needs Attention
15513,33,562,27750.55,4,5,5,Champion
15514,12,340,6598.55,5,5,5,Champion
15515,387,7,171.81,2,1,1,Needs Attention
15516,45,15,62.43,4,1,1,Recent User
15517,233,27,267.03,2,2,1,Needs Attention
15518,64,455,4218.94,3,5,5,Loyal Customer
15519,383,37,344.61,2,2,2,Needs Attention
15520,2,18,343.5,5,2,2,Recent User
15521,40,405,7106.69,4,5,5,Champion
15522,33,57,398.84,4,3,2,Loyal Customer
15523,84,214,17359.99,3,5,5,Loyal Customer
15524,25,9,591.4,4,1,2,Recent User
15525,2,259,1295.7,5,5,4,Champion
15526,33,4,148.44,4,1,1,Recent User
15527,19,331,5575.64,5,5,5,Champion
15528,254,26,229.33,2,2,1,Needs Attention
15529,23,810,5111.95,4,5,5,Champion
15530,22,143,1813.72,4,4,4,Champion
15531,8,228,2007.44,5,5,4,Champion
15532,25,627,3771.9,4,5,5,Champion
15533,19,83,807.57,5,4,3,Loyal Customer
15534,726,8,162.25,1,1,1,Lost
15535,173,134,1087.82,3,4,3,Loyal Customer
15536,409,16,259.09,2,1,1,Needs Attention
15537,163,24,110.92,3,2,1,Needs Attention
15538,538,14,3358.3999999999996,1,1,5,Lost
15539,7,41,538.46,5,3,2,Loyal Customer
15540,11,31,460.68,5,2,2,Recent User
15541,114,29,85.13000000000001,3,2,1,Needs Attention
15542,512,252,918.45,1,5,3,At Risk
15543,288,58,242.84,2,3,1,At Risk
15544,9,557,8162.43,5,5,5,Champion
15545,54,112,428.05,4,4,2,Loyal Customer
15546,607,12,1079.1000000000001,1,1,3,Lost
15547,7,1358,10154.39,5,5,5,Champion
15548,596,23,158.09,1,2,1,Needs Attention
15549,77,162,2345.96,3,4,4,Loyal Customer
15550,4,240,2218.8,5,5,4,Champion
15551,37,151,1710.08,4,4,4,Champion
15552,217,30,252.52,2,2,1,Needs Attention
15553,60,56,437.23,3,3,2,Loyal Customer
15554,278,14,217.2,2,1,1,Needs Attention
15555,12,1681,12112.35,5,5,5,Champion
15556,24,31,279.77,4,2,1,Recent User
15557,29,20,473.65000000000003,4,2,2,Recent User
15558,639,25,214.13,1,2,1,Needs Attention
15559,568,62,1109.4,1,3,3,At Risk
15560,398,10,153.52,2,1,1,Needs Attention
15561,12,92,1934.3899999999999,5,4,4,Champion
15562,352,34,673.3800000000001,2,2,3,Needs Attention
15563,22,259,2867.0,4,5,4,Champion
15564,463,4,70.74000000000001,1,1,1,Lost
15565,50,8,173.16,4,1,1,Recent User
15566,393,12,227.87,2,1,1,Needs Attention
15567,19,7,186.01,5,1,1,Recent User
15568,3,53,758.29,5,3,3,Loyal Customer
15569,104,142,3586.35,3,4,5,Loyal Customer
15570,7,786,9311.04,5,5,5,Champion
15571,12,635,4051.63,5,5,5,Champion
15572,5,356,4068.67,5,5,5,Champion
15573,32,220,1207.18,4,5,3,Loyal Customer
15574,178,373,1518.7,3,5,4,Loyal Customer
15575,620,3,30.1,1,1,1,Lost
15576,38,45,940.6700000000001,4,3,3,Loyal Customer
15577,151,60,397.98,3,3,2,Loyal Customer
15578,162,13,127.1,3,1,1,Needs Attention
15579,69,171,1302.5,3,4,4,Loyal Customer
15580,377,229,1381.19,2,5,4,At Risk
15581,121,717,7794.59,3,5,5,Loyal Customer
15582,25,44,682.9100000000001,4,3,3,Loyal Customer
15583,376,46,107.86,2,3,1,At Risk
15584,24,224,1277.5,4,5,4,Champion
15585,177,31,455.3,3,2,2,Needs Attention
15586,593,38,1139.1,1,3,3,At Risk
15587,50,14,1522.0800000000002,4,1,4,Recent User
15588,678,4,579.6,1,1,2,Lost
15589,256,29,478.53000000000003,2,2,2,Needs Attention
15590,382,87,1496.6,2,4,4,At Risk
15591,583,7,217.9,1,1,1,Lost
15592,47,24,388.58,4,2,2,Recent User
15593,71,5,199.8,3,1,1,Needs Attention
15594,16,103,1771.78,5,4,4,Champion
15595,488,4,357.6,1,1,2,Lost
15596,101,176,3130.04,3,4,5,Loyal Customer
15597,35,37,563.37,4,2,2,Recent User
15598,53,36,548.02,4,2,2,Recent User
15599,27,83,1250.06,4,4,4,Champion
15600,428,71,1199.31,1,3,3,At Risk
15601,11,872,14960.12,5,5,5,Champion
15602,8,128,3230.51,5,4,5,Champion
15603,79,4,88.48,3,1,1,Needs Attention
15604,52,17,216.39,4,2,1,Recent User
15605,36,111,1936.8,4,4,4,Champion
15606,61,145,5230.99,3,4,5,Loyal Customer
15607,337,109,1708.97,2,4,4,At Risk
15608,28,105,1785.98,4,4,4,Champion
15609,184,16,298.48,3,1,2,Needs Attention
15610,52,6,112.46000000000001,4,1,1,Recent User
15611,10,94,2997.28,5,4,5,Champion
15612,36,6,195.15,4,1,1,Recent User
15613,610,27,433.71999999999997,1,2,2,Needs Attention
15614,438,81,3147.36,1,4,5,At Risk
15615,10,901,21373.97,5,5,5,Champion
15616,438,13,317.11,1,1,2,Lost
15617,396,42,828.5500000000001,2,3,3,At Risk
15618,33,45,776.851,4,3,3,Loyal Customer
15619,11,3,336.40000000000003,5,1,2,Recent User
15620,57,129,1942.36,4,4,4,Champion
15621,4,16,1293.03,5,1,4,Recent User
15622,43,426,7852.61,4,5,5,Champion
15623,141,108,2437.05,3,4,4,Loyal Customer
15624,117,34,588.13,3,2,2,Needs Attention
15625,104,171,3236.4,3,4,5,Loyal Customer
15626,75,80,1067.52,3,4,3,Loyal Customer
15627,457,24,566.9,1,2,2,Needs Attention
15628,5,318,5652.26,5,5,5,Champion
15629,450,77,2240.9,1,4,4,At Risk
15630,45,80,1481.4,4,4,4,Champion
15631,642,39,596.67,1,3,2,At Risk
15632,16,167,3285.31,5,4,5,Champion
15633,509,177,4352.46,1,4,5,At Risk
15634,17,34,554.65,5,2,2,Recent User
15635,396,2,100.35,2,1,1,Needs Attention
15636,90,57,1444.58,3,3,4,Loyal Customer
15637,53,41,797.59,4,3,3,Loyal Customer
15638,379,25,2265.2,2,2,4,Needs Attention
15639,134,69,1065.08,3,3,3,Loyal Customer
15640,4,765,23957.58,5,5,5,Champion
15641,105,311,5345.55,3,5,5,Loyal Customer
15642,730,6,105.78000000000002,1,1,1,Lost
15643,192,33,664.0,2,2,3,Needs Attention
15644,166,238,813.0,3,5,3,Loyal Customer
15645,19,68,1055.17,5,3,3,Loyal Customer
15646,158,85,974.61,3,4,3,Loyal Customer
15647,415,11,169.0,1,1,1,Lost
15648,204,25,657.35,2,2,3,Needs Attention
15649,336,12,2170.35,2,1,4,Needs Attention
15650,522,36,553.88,1,2,2,Needs Attention
15651,37,60,1259.06,4,3,4,Loyal Customer
15652,91,104,1420.34,3,4,4,Loyal Customer
15653,93,6,877.4399999999999,3,1,3,Needs Attention
15654,9,21,922.53,5,2,3,Recent User
15655,243,34,560.67,2,2,2,Needs Attention
15656,45,47,748.5,4,3,3,Loyal Customer
15657,23,1,30.0,4,1,1,Recent User
15658,190,116,2423.4700000000003,2,4,4,At Risk
15659,44,21,532.49,4,2,2,Recent User
15660,25,161,2812.99,4,4,4,Champion
15661,317,44,1215.95,2,3,3,At Risk
15662,661,12,283.73,1,1,1,Lost
15663,106,9,138.14,3,1,1,Needs Attention
15664,51,70,1254.03,4,3,4,Loyal Customer
15665,168,288,4015.12,3,5,5,Loyal Customer
15666,472,67,632.9399999999999,1,3,3,At Risk
15667,40,13,301.32,4,1,2,Recent User
15668,218,1,76.32000000000001,2,1,1,Needs Attention
15669,40,33,684.34,4,2,3,Recent User
15670,297,19,325.2,2,2,2,Needs Attention
15671,19,78,2657.13,5,4,4,Champion
15672,725,3,45.300000000000004,1,1,1,Lost
15673,88,287,6414.79,3,5,5,Loyal Customer
15674,73,351,6948.2300000000005,3,5,5,Loyal Customer
15675,81,35,542.04,3,2,2,Needs Attention
15676,19,202,3435.76,5,5,5,Champion
15677,49,72,1305.63,4,3,4,Loyal Customer
15678,53,97,1893.89,4,4,4,Champion
15679,24,110,781.28,4,4,3,Loyal Customer
15680,9,266,4507.58,5,5,5,Champion
15681,25,88,2989.7,4,4,5,Champion
15682,599,25,318.24,1,2,2,Needs Attention
15683,117,26,524.54,3,2,2,Needs Attention
15684,547,11,173.95,1,1,1,Lost
15685,450,17,55.980000000000004,1,2,1,Needs Attention
15686,420,1,90.0,1,1,1,Lost
15687,9,166,2993.1,5,4,5,Champion
15688,419,27,190.57,1,2,1,Needs Attention
15689,120,24,521.03,3,2,2,Needs Attention
15690,4,19,239.76,5,2,1,Recent User
15691,252,14,571.3,2,1,2,Needs Attention
15692,28,12,191.04,4,1,1,Recent User
15693,659,1,37.5,1,1,1,Lost
15694,1,155,10810.81,5,4,5,Champion
15695,267,59,1131.04,2,3,3,At Risk
15696,33,224,3906.57,4,5,5,Champion
15697,690,14,246.75,1,1,1,Lost
15698,624,2,46.2,1,1,1,Lost
15699,18,18,309.65,5,2,2,Recent User
15700,172,86,696.68,3,4,3,Loyal Customer
15701,2,237,1542.14,5,5,4,Champion
15702,476,30,140.39000000000001,1,2,1,Needs Attention
15703,265,5,211.5,2,1,1,Needs Attention
15704,140,207,3817.96,3,5,5,Loyal Customer
15705,201,6,143.1,2,1,1,Needs Attention
15706,64,55,1060.56,3,3,3,Loyal Customer
15707,35,214,945.58,4,5,3,Loyal Customer
15708,41,395,4378.72,4,5,5,Champion
15709,284,27,327.85,2,2,2,Needs Attention
15710,417,110,898.87,1,4,3,At Risk
15711,557,25,420.25,1,2,2,Needs Attention
15712,9,166,3472.4100000000003,5,4,5,Champion
15713,143,61,1010.79,3,3,3,Loyal Customer
15714,12,49,784.8100000000001,5,3,3,Loyal Customer
15715,556,38,658.02,1,3,3,At Risk
15716,146,326,3056.81,3,5,5,Loyal Customer
15717,234,24,607.0,2,2,2,Needs Attention
15718,540,18,293.79,1,2,2,Needs Attention
15719,33,1780,10223.06,4,5,5,Champion
15720,24,155,741.92,4,4,3,Loyal Customer
15721,12,91,507.08,5,4,2,Loyal Customer
15722,36,181,5258.1,4,5,5,Champion
15723,365,129,947.65,2,4,3,At Risk
15724,201,17,310.85,2,2,2,Needs Attention
15725,15,32,415.25,5,2,2,Recent User
15726,390,23,321.91,2,2,2,Needs Attention
15727,17,694,9445.51,5,5,5,Champion
15728,380,12,544.6,2,1,2,Needs Attention
15729,213,11,192.55,2,1,1,Needs Attention
15730,66,111,1726.58,3,4,4,Loyal Customer
15731,554,8,125.3,1,1,1,Lost
15732,212,104,1682.07,2,4,4,At Risk
15733,283,10,162.3,2,1,1,Needs Attention
15734,115,43,2263.3,3,3,4,Loyal Customer
15735,421,19,327.68,1,2,2,Needs Attention
15736,435,103,1815.72,1,4,4,At Risk
15737,15,72,1205.1200000000001,5,3,3,Loyal Customer
15738,19,496,13372.970000000001,5,5,5,Champion
15739,66,8,449.12,3,1,2,Needs Attention
15740,49,9,154.88,4,1,1,Recent User
15741,458,12,208.62,1,1,1,Lost
15742,619,41,156.87,1,3,1,At Risk
15743,16,88,784.46,5,4,3,Loyal Customer
15744,78,3,34.8,3,1,1,Needs Attention
15745,19,62,1094.59,5,3,3,Loyal Customer
15746,134,28,196.88,3,2,1,Needs Attention
15747,13,220,2562.61,5,5,4,Champion
15748,40,37,614.7600000000001,4,2,2,Recent User
15749,235,10,44534.3,2,1,5,Needs Attention
15750,3,650,6797.191,5,5,5,Champion
15751,461,130,1380.44,1,4,4,At Risk
15752,40,610,4207.54,4,5,5,Champion
15753,305,1,79.2,2,1,1,Needs Attention
15754,51,131,3037.61,4,4,5,Champion
15755,10,371,5993.12,5,5,5,Champion
15756,61,192,532.96,3,5,2,Loyal Customer
15757,66,193,2940.36,3,5,4,Loyal Customer
15758,25,9,205.25,4,1,1,Recent User
15759,218,17,830.9300000000001,2,2,3,Needs Attention
15760,631,2,13916.34,1,1,5,Lost
15761,443,5,143.05,1,1,1,Lost
15762,65,37,583.75,3,2,2,Needs Attention
15763,32,61,1086.92,4,3,3,Loyal Customer
15764,88,249,4503.08,3,5,5,Loyal Customer
15765,667,25,370.63,1,2,2,Needs Attention
15766,64,26,831.06,3,2,3,Needs Attention
15768,116,1238,15601.09,3,5,5,Loyal Customer
15769,7,224,88704.32,5,5,5,Champion
15770,613,18,321.45,1,2,2,Needs Attention
15771,604,28,1006.54,1,2,3,Needs Attention
15772,418,16,280.88,1,1,1,Lost
15773,6,47,774.52,5,3,3,Loyal Customer
15774,69,113,1329.94,3,4,4,Loyal Customer
15775,245,9,150.5,2,1,1,Needs Attention
15776,133,18,241.62,3,2,1,Needs Attention
15777,241,39,1762.61,2,3,4,At Risk
15778,431,17,307.95,1,2,2,Needs Attention
15779,463,8,124.08000000000001,1,1,1,Lost
15780,184,29,475.28000000000003,3,2,2,Needs Attention
15781,25,20,345.46,4,2,2,Recent User
15782,10,61,4014.1,5,3,5,Loyal Customer
15783,11,14,246.3,5,1,1,Recent User
15784,468,43,848.3299999999999,1,3,3,At Risk
15785,33,225,5969.93,4,5,5,Champion
15786,46,466,8514.82,4,5,5,Champion
15787,26,206,948.05,4,5,3,Loyal Customer
15788,509,14,221.82999999999998,1,1,1,Lost
15789,358,138,1962.01,2,4,4,At Risk
15790,10,35,220.85,5,2,1,Recent User
15791,44,167,3608.34,4,4,5,Champion
15792,400,57,933.84,2,3,3,At Risk
15793,15,30,2399.57,5,2,4,Recent User
15794,736,15,777.0,1,1,3,Lost
15795,150,131,1979.8700000000001,3,4,4,Loyal Customer
15796,1,295,5175.83,5,5,5,Champion
15797,113,12,2821.08,3,1,4,Needs Attention
15798,493,83,1535.37,1,4,4,At Risk
15799,76,155,1424.29,3,4,4,Loyal Customer
15800,107,244,1242.58,3,5,3,Loyal Customer
15801,46,64,1063.95,4,3,3,Loyal Customer
15802,143,1,451.42,3,1,2,Needs Attention
15803,51,51,1929.66,4,3,4,Loyal Customer
15804,1,262,4206.39,5,5,5,Champion
15805,23,531,10189.23,4,5,5,Champion
15806,46,31,784.58,4,2,3,Recent User
15807,50,88,1817.52,4,4,4,Champion
15808,306,858,18409.93,2,5,5,At Risk
15809,36,58,1274.44,4,3,4,Loyal Customer
15810,79,166,2999.04,3,4,5,Loyal Customer
15811,22,310,3890.52,4,5,5,Champion
15812,107,125,5201.47,3,4,5,Loyal Customer
15813,208,40,1303.9099999999999,2,3,4,At Risk
15814,17,98,2634.44,5,4,4,Champion
15815,64,49,2100.6,3,3,4,Loyal Customer
15816,542,11,144.14999999999998,1,1,1,Lost
15817,421,152,2766.4,1,4,4,At Risk
15818,588,11,340.5,1,1,2,Lost
15819,49,260,3934.79,4,5,5,Champion
15820,320,17,206.98,2,2,1,Needs Attention
15821,44,62,570.96,4,3,2,Loyal Customer
15822,3,65,1840.06,5,3,4,Loyal Customer
15823,372,156,3897.17,2,4,5,At Risk
15824,453,26,890.94,1,2,3,Needs Attention
15825,172,20,532.94,3,2,2,Needs Attention
15826,56,119,2598.28,4,4,4,Champion
15827,73,231,3794.07,3,5,5,Loyal Customer
15828,375,74,1108.82,2,3,3,At Risk
15829,99,51,636.14,3,3,3,Loyal Customer
15830,38,39,576.0,4,3,2,Loyal Customer
15831,58,68,801.76,4,3,3,Loyal Customer
15832,254,54,836.79,2,3,3,At Risk
15833,738,5,80.4,1,1,1,Lost
15834,70,378,3772.9900000000002,3,5,5,Loyal Customer
15835,44,50,954.09,4,3,3,Loyal Customer
15836,50,10,137.37,4,1,1,Recent User
15837,65,52,777.01,3,3,3,Loyal Customer
15838,11,209,74163.0,5,5,5,Champion
15839,33,62,1048.49,4,3,3,Loyal Customer
15840,59,27,355.56,4,2,2,Recent User
15841,73,92,2742.41,3,4,4,Loyal Customer
15842,393,25,548.8,2,2,2,Needs Attention
15843,304,8,118.95000000000002,2,1,1,Needs Attention
15844,46,11,130.73999999999998,4,1,1,Recent User
15845,18,174,4426.28,5,4,5,Champion
15846,385,29,107.01,2,2,1,Needs Attention
15847,38,48,822.57,4,3,3,Loyal Customer
15848,622,35,139.94,1,2,1,Needs Attention
15850,19,334,1058.72,5,5,3,Loyal Customer
15851,527,8,109.73,1,1,1,Lost
15852,187,33,257.26,3,2,1,Needs Attention
15853,52,30,110.8,4,2,1,Recent User
15854,4,258,5583.81,5,5,5,Champion
15855,137,95,1052.72,3,4,3,Loyal Customer
15856,4,1161,34220.340000000004,5,5,5,Champion
15857,19,24,570.48,5,2,2,Recent User
15858,16,483,3960.37,5,5,5,Champion
15859,432,22,438.46,1,2,2,Needs Attention
15860,41,368,2505.21,4,5,4,Champion
15861,12,798,4401.79,5,5,5,Champion
15862,8,581,2928.29,5,5,4,Champion
15863,26,79,358.7,4,4,2,Loyal Customer
15864,22,23,2180.76,4,2,4,Recent User
15865,41,127,2248.92,4,4,4,Champion
15866,101,45,230.53,3,3,1,Loyal Customer
15867,5,1059,9063.95,5,5,5,Champion
15868,583,4,94.53,1,1,1,Lost
15869,277,35,323.65999999999997,2,2,2,Needs Attention
15870,33,147,862.61,4,4,3,Loyal Customer
15871,437,5,33.099999999999994,1,1,1,Lost
15872,15,215,795.68,5,5,3,Loyal Customer
15873,500,6,313.91999999999996,1,1,2,Lost
15874,64,342,11284.76,3,5,5,Loyal Customer
15875,646,25,111.72,1,2,1,Needs Attention
15876,409,11,1449.1399999999999,2,1,4,Needs Attention
15877,2,129,493.28,5,4,2,Loyal Customer
15878,562,51,330.77,1,3,2,At Risk
15879,404,183,1157.3,2,5,3,At Risk
15880,369,210,686.5600000000001,2,5,3,At Risk
15881,312,29,501.39000000000004,2,2,2,Needs Attention
15882,199,75,1495.98,2,3,4,At Risk
15883,2,49,396.48,5,3,2,Loyal Customer
15884,432,15,249.70000000000002,1,1,1,Lost
15885,93,115,1951.82,3,4,4,Loyal Customer
15886,60,62,1052.8700000000001,3,3,3,Loyal Customer
15887,407,37,1027.15,2,2,3,Needs Attention
15888,81,39,429.16,3,3,2,Loyal Customer
15889,157,399,1806.28,3,5,4,Loyal Customer
15890,395,10,535.65,2,1,2,Needs Attention
15891,227,62,524.52,2,3,2,At Risk
15892,669,38,128.2,1,3,1,At Risk
15893,482,1,305.28000000000003,1,1,2,Lost
15894,253,79,420.29,2,4,2,At Risk
15895,150,11,179.17,3,1,1,Needs Attention
15897,194,24,222.05,2,2,1,Needs Attention
15898,1,697,5596.31,5,5,5,Champion
15899,369,8,112.5,2,1,1,Needs Attention
15900,24,130,900.4,4,4,3,Loyal Customer
15901,17,171,703.22,5,4,3,Loyal Customer
15902,380,18,145.01,2,2,1,Needs Attention
15903,10,116,8939.84,5,4,5,Champion
15904,8,30,164.68,5,2,1,Recent User
15905,543,22,114.69,1,2,1,Needs Attention
15906,20,203,2555.64,4,5,4,Champion
15907,4,249,967.45,5,5,3,Loyal Customer
15908,491,41,764.57,1,3,3,At Risk
15909,174,7,191.94,3,1,1,Needs Attention
15910,1,628,2681.8,5,5,4,Champion
15911,624,259,1702.34,1,5,4,At Risk
15912,178,95,1074.7,3,4,3,Loyal Customer
15913,534,1,6.300000000000001,1,1,1,Lost
15914,378,13,205.99,2,1,1,Needs Attention
15915,402,146,429.21,2,4,2,At Risk
15916,16,327,3427.17,5,5,5,Champion
15917,248,155,560.63,2,4,2,At Risk
15918,191,61,582.88,2,3,2,At Risk
15919,20,192,910.61,4,5,3,Loyal Customer
15920,154,108,571.64,3,4,2,Loyal Customer
15921,173,83,802.11,3,4,3,Loyal Customer
15922,373,22,739.0,2,2,3,Needs Attention
15923,373,42,254.16,2,3,1,At Risk
15924,731,15,102.82,1,1,1,Lost
15925,194,12,207.15,2,1,1,Needs Attention
15926,542,7,134.44,1,1,1,Lost
15927,647,17,123.39,1,2,1,Needs Attention
15928,656,11,293.53,1,1,2,Lost
15929,644,1,594.0,1,1,2,Lost
15930,67,21,426.63,3,2,2,Needs Attention
15931,428,14,239.9,1,1,1,Lost
15932,4,115,2495.87,5,4,4,Champion
15933,21,74,1107.46,4,3,3,Loyal Customer
15934,418,29,2190.66,1,2,4,Needs Attention
15935,239,12,416.86,2,1,2,Needs Attention
15936,379,19,282.79,2,2,1,Needs Attention
15937,64,7,145.35,3,1,1,Needs Attention
15938,112,39,734.81,3,3,3,Loyal Customer
15939,90,161,9060.39,3,4,5,Loyal Customer
15940,311,1,35.8,2,1,1,Needs Attention
15941,637,6,405.0,1,1,2,Lost
15942,134,14,337.44,3,1,2,Needs Attention
15943,650,12,271.28999999999996,1,1,1,Lost
15944,277,38,2164.24,2,3,4,At Risk
15945,365,30,827.27,2,2,3,Needs Attention
15946,503,26,2304.18,1,2,4,Needs Attention
15947,83,29,1708.24,3,2,4,Needs Attention
15948,8,95,1509.0900000000001,5,4,4,Champion
15949,17,19,364.72,5,2,2,Recent User
15950,32,395,7180.71,4,5,5,Champion
15951,9,59,1013.17,5,3,3,Loyal Customer
15952,34,91,806.57,4,4,3,Loyal Customer
15953,15,186,3669.5499999999997,5,5,5,Champion
15954,589,20,190.75,1,2,1,Needs Attention
15955,24,362,8658.36,4,5,5,Champion
15956,551,18,617.6,1,2,2,Needs Attention
15957,32,151,930.1,4,4,3,Loyal Customer
15958,74,74,492.99,3,3,2,Loyal Customer
15959,682,78,579.49,1,4,2,At Risk
15960,374,26,410.95,2,2,2,Needs Attention
15961,379,42,451.28999999999996,2,3,2,At Risk
15962,449,58,295.83,1,3,2,At Risk
15963,20,28,470.76,4,2,2,Recent User
15964,663,21,272.96000000000004,1,2,1,Needs Attention
15965,17,368,3013.09,5,5,5,Champion
15966,451,27,426.53000000000003,1,2,2,Needs Attention
15967,23,498,3041.6,4,5,5,Champion
15968,388,85,418.05,2,4,2,At Risk
15969,3,35,1127.05,5,2,3,Recent User
15970,304,24,1017.32,2,2,3,Needs Attention
15971,18,42,5902.83,5,3,5,Loyal Customer
15972,456,145,1810.27,1,4,4,At Risk
15973,367,15,988.44,2,1,3,Needs Attention
15974,39,176,3442.15,4,4,5,Champion
15975,84,24,371.01,3,2,2,Needs Attention
15976,165,398,1746.6399999999999,3,5,4,Loyal Customer
15977,17,65,1054.73,5,3,3,Loyal Customer
15978,77,129,3279.42,3,4,5,Loyal Customer
15979,603,22,329.22,1,2,2,Needs Attention
15980,89,117,6593.68,3,4,5,Loyal Customer
15981,25,288,9362.77,4,5,5,Champion
15982,605,45,324.51,1,3,2,At Risk
15983,22,316,3958.8199999999997,4,5,5,Champion
15984,3,747,8759.32,5,5,5,Champion
15985,123,104,2715.28,3,4,4,Loyal Customer
15986,30,25,354.42,4,2,2,Recent User
15987,12,196,1682.13,5,5,4,Champion
15988,19,129,770.09,5,4,3,Loyal Customer
15989,376,88,372.51,2,4,2,At Risk
15990,44,180,2010.05,4,5,4,Champion
15991,534,6,150.55,1,1,1,Lost
15992,4,54,896.6,5,3,3,Loyal Customer
15993,9,552,2797.57,5,5,4,Champion
15994,55,114,1202.18,4,4,3,Loyal Customer
15995,414,111,696.19,1,4,3,At Risk
15996,88,212,1686.9,3,5,4,Loyal Customer
15998,37,1436,8308.34,4,5,5,Champion
15999,736,1,20.4,1,1,1,Lost
16000,3,9,12393.7,5,1,5,Recent User
16001,381,29,583.39,2,2,2,Needs Attention
16002,625,42,169.21,1,3,1,At Risk
16003,30,203,5613.83,4,5,5,Champion
16004,475,90,2146.39,1,4,4,At Risk
16005,12,514,2436.22,5,5,4,Champion
16006,211,82,347.17,2,4,2,At Risk
16007,48,666,3075.14,4,5,5,Champion
16008,24,254,5384.13,4,5,5,Champion
16009,22,90,992.71,4,4,3,Loyal Customer
16010,246,299,1724.06,2,5,4,At Risk
16011,8,455,5880.46,5,5,5,Champion
16012,35,241,2989.79,4,5,5,Champion
16013,4,220,57446.44,5,5,5,Champion
16014,38,291,1130.27,4,5,3,Loyal Customer
16015,4,182,705.39,5,5,3,Loyal Customer
16016,3,382,2533.94,5,5,4,Champion
16017,47,131,1553.83,4,4,4,Champion
16018,39,56,698.13,4,3,3,Loyal Customer
16019,47,405,17465.85,4,5,5,Champion
16020,17,46,851.01,5,3,3,Loyal Customer
16021,395,145,532.25,2,4,2,At Risk
16022,260,76,628.28,2,3,3,At Risk
16023,46,101,719.81,4,4,3,Loyal Customer
16024,12,86,484.2,5,4,2,Loyal Customer
16025,30,28,439.65999999999997,4,2,2,Recent User
16026,43,32,236.09,4,2,1,Recent User
16027,92,35,2048.36,3,2,4,Needs Attention
16028,596,5,82.2,1,1,1,Lost
16029,39,383,122209.14,4,5,5,Champion
16030,310,29,331.24,2,2,2,Needs Attention
16031,92,100,548.94,3,4,2,Loyal Customer
16032,456,212,1970.45,1,5,4,At Risk
16033,6,1402,10836.13,5,5,5,Champion
16034,196,57,928.72,2,3,3,At Risk
16035,560,21,217.73,1,2,1,Needs Attention
16036,87,140,2556.84,3,4,4,Loyal Customer
16037,270,71,1509.34,2,3,4,At Risk
16038,8,26,471.78000000000003,5,2,2,Recent User
16039,424,32,456.4,1,2,2,Needs Attention
16040,65,125,2416.9,3,4,4,Loyal Customer
16041,31,6,3166.4,4,1,5,Recent User
16042,22,130,2265.12,4,4,4,Champion
16043,38,73,1856.5900000000001,4,3,4,Loyal Customer
16044,435,19,340.84000000000003,1,2,2,Needs Attention
16045,120,148,3434.9300000000003,3,4,5,Loyal Customer
16046,562,22,235.78,1,2,1,Needs Attention
16047,682,1,107.14,1,1,1,Lost
16048,373,44,1075.23,2,3,3,At Risk
16049,40,501,1899.68,4,5,4,Champion
16050,174,21,300.7,3,2,2,Needs Attention
16051,682,12,188.44,1,1,1,Lost
16052,54,34,362.06,4,2,2,Recent User
16053,33,194,3634.84,4,5,5,Champion
16054,145,122,2111.88,3,4,4,Loyal Customer
16055,221,8,134.8,2,1,1,Needs Attention
16056,45,68,664.85,4,3,3,Loyal Customer
16057,16,218,3854.85,5,5,5,Champion
16058,406,2,62.7,2,1,1,Needs Attention
16059,66,422,3217.77,3,5,5,Loyal Customer
16060,401,24,541.95,2,2,2,Needs Attention
16061,431,3,89.65,1,1,1,Lost
16062,10,185,2863.45,5,5,4,Champion
16063,260,23,335.32,2,2,2,Needs Attention
16064,725,18,111.0,1,2,1,Needs Attention
16065,365,433,2382.62,2,5,4,At Risk
16066,17,102,1521.87,5,4,4,Champion
16067,563,73,3395.29,1,3,5,At Risk
16068,594,39,122.93,1,3,1,At Risk
16069,418,25,457.7,1,2,2,Needs Attention
16070,22,33,852.15,4,2,3,Recent User
16071,45,73,1076.8,4,3,3,Loyal Customer
16072,288,556,4328.89,2,5,5,At Risk
16073,297,1,122.39999999999999,2,1,1,Needs Attention
16074,390,26,265.25,2,2,1,Needs Attention
16075,503,41,736.9300000000001,1,3,3,At Risk
16076,3,129,2234.73,5,4,4,Champion
16077,626,8,2300.4,1,1,4,Lost
16078,284,39,362.99,2,3,2,At Risk
16079,17,21,1352.0,5,2,4,Recent User
16080,82,30,602.5600000000001,3,2,2,Needs Attention
16081,56,399,4460.18,4,5,5,Champion
16082,670,16,106.75,1,1,1,Lost
16083,101,71,2351.42,3,3,4,Loyal Customer
16084,299,38,436.18,2,3,2,At Risk
16085,23,376,2343.53,4,5,4,Champion
16086,59,137,2864.9900000000002,4,4,4,Champion
16087,389,10,1739.92,2,1,4,Needs Attention
16088,576,6,1437.43,1,1,4,Lost
16089,386,50,271.44,2,3,1,At Risk
16090,624,20,205.91,1,2,1,Needs Attention
16091,155,18,315.06,3,2,2,Needs Attention
16092,115,90,1587.94,3,4,4,Loyal Customer
16093,107,1,17.0,3,1,1,Needs Attention
16094,12,196,3695.56,5,5,5,Champion
16095,456,30,447.05,1,2,2,Needs Attention
16096,264,66,1584.97,2,3,4,At Risk
16097,240,10,185.04999999999998,2,1,1,Needs Attention
16098,88,163,4448.1,3,4,5,Loyal Customer
